hr,holiday,workingday,humidity_percentage,windspeed,temperature_celsius,feels_like_temperature_celsius,bike_riders,date,day,month,dayofweek,datetimestamp,fall,spring,summer,winter,clear,heavy_rain_snow,light_rain_snow,mist_cloudy,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
20,0,1,0.61,6,6.1,5.0012,88,2011-03-01 00:00:00,1,3,1,2011-03-01 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.56,0,4.22,3.998,63,2011-03-01 00:00:00,1,3,1,2011-03-01 21:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.62,7,3.28,1.9982,47,2011-03-01 00:00:00,1,3,1,2011-03-01 22:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.65,15,3.28,-0.9982,25,2011-03-01 00:00:00,1,3,1,2011-03-01 23:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.69,11,2.34,-0.9982,8,2011-03-02 00:00:00,2,3,2,2011-03-02 00:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.69,13,2.34,-0.9982,4,2011-03-02 00:00:00,2,3,2,2011-03-02 01:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.69,13,2.34,-0.9982,2,2011-03-02 00:00:00,2,3,2,2011-03-02 02:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.69,19,2.34,-2.0014,4,2011-03-02 00:00:00,2,3,2,2011-03-02 03:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.75,9,1.4,-2.0014,1,2011-03-02 00:00:00,2,3,2,2011-03-02 04:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.69,15,2.34,-2.0014,5,2011-03-02 00:00:00,2,3,2,2011-03-02 05:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.55,17,2.34,-2.0014,40,2011-03-02 00:00:00,2,3,2,2011-03-02 06:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.64,17,2.34,-2.0014,110,2011-03-02 00:00:00,2,3,2,2011-03-02 07:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.65,19,3.28,-2.0014,256,2011-03-02 00:00:00,2,3,2,2011-03-02 08:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.56,20,5.16,1.0016,148,2011-03-02 00:00:00,2,3,2,2011-03-02 09:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.49,19,7.04,3.998,76,2011-03-02 00:00:00,2,3,2,2011-03-02 10:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.53,22,7.98,3.998,73,2011-03-02 00:00:00,2,3,2,2011-03-02 11:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.43,13,10.8,11.0006,82,2011-03-02 00:00:00,2,3,2,2011-03-02 12:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.25,0,15.5,15.9968,125,2011-03-02 00:00:00,2,3,2,2011-03-02 13:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.23,20,16.44,17.0,96,2011-03-02 00:00:00,2,3,2,2011-03-02 14:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.19,28,17.38,18.0032,110,2011-03-02 00:00:00,2,3,2,2011-03-02 15:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.19,22,17.38,18.0032,139,2011-03-02 00:00:00,2,3,2,2011-03-02 16:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.23,19,15.5,15.9968,268,2011-03-02 00:00:00,2,3,2,2011-03-02 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.23,33,13.62,13.997,201,2011-03-02 00:00:00,2,3,2,2011-03-02 18:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.28,35,10.8,11.0006,150,2011-03-02 00:00:00,2,3,2,2011-03-02 19:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.29,28,8.92,5.9978,95,2011-03-02 00:00:00,2,3,2,2011-03-02 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.29,31,7.98,3.0014,71,2011-03-02 00:00:00,2,3,2,2011-03-02 21:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.26,37,6.1,1.0016,48,2011-03-02 00:00:00,2,3,2,2011-03-02 22:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.3,35,4.22,-2.0014,22,2011-03-02 00:00:00,2,3,2,2011-03-02 23:00:00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.3,31,3.28,-2.998,13,2011-03-03 00:00:00,3,3,3,2011-03-03 00:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.3,31,3.28,-2.998,1,2011-03-03 00:00:00,3,3,3,2011-03-03 01:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.27,31,1.4,-4.9978,3,2011-03-03 00:00:00,3,3,3,2011-03-03 02:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.27,31,1.4,-4.9978,1,2011-03-03 00:00:00,3,3,3,2011-03-03 03:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.31,33,-0.48,-8.0008,1,2011-03-03 00:00:00,3,3,3,2011-03-03 04:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.33,20,-1.42,-8.0008,8,2011-03-03 00:00:00,3,3,3,2011-03-03 05:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.33,20,-1.42,-8.0008,35,2011-03-03 00:00:00,3,3,3,2011-03-03 06:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.42,28,-2.36,-10.0006,111,2011-03-03 00:00:00,3,3,3,2011-03-03 07:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.39,20,-1.42,-8.0008,220,2011-03-03 00:00:00,3,3,3,2011-03-03 08:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.37,19,-0.48,-6.9976,145,2011-03-03 00:00:00,3,3,3,2011-03-03 09:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.29,13,0.46,-4.0012,56,2011-03-03 00:00:00,3,3,3,2011-03-03 10:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.29,6,1.4,-0.9982,50,2011-03-03 00:00:00,3,3,3,2011-03-03 11:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.25,9,2.34,-0.9982,72,2011-03-03 00:00:00,3,3,3,2011-03-03 12:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.25,6,2.34,1.0016,80,2011-03-03 00:00:00,3,3,3,2011-03-03 13:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.21,7,3.28,1.0016,78,2011-03-03 00:00:00,3,3,3,2011-03-03 14:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.23,0,3.28,3.0014,68,2011-03-03 00:00:00,3,3,3,2011-03-03 15:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.23,0,4.22,3.998,71,2011-03-03 00:00:00,3,3,3,2011-03-03 16:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.22,0,4.22,3.998,202,2011-03-03 00:00:00,3,3,3,2011-03-03 17:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.35,22,3.28,-2.0014,167,2011-03-03 00:00:00,3,3,3,2011-03-03 18:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.4,17,1.4,-2.998,106,2011-03-03 00:00:00,3,3,3,2011-03-03 19:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.4,6,1.4,-0.9982,70,2011-03-03 00:00:00,3,3,3,2011-03-03 20:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.4,7,0.46,-2.0014,51,2011-03-03 00:00:00,3,3,3,2011-03-03 21:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.4,0,1.4,1.0016,53,2011-03-03 00:00:00,3,3,3,2011-03-03 22:00:00,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.43,6,0.46,-2.0014,23,2011-03-03 00:00:00,3,3,3,2011-03-03 23:00:00,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0.55,13,1.4,-2.998,12,2011-03-04 00:00:00,4,3,4,2011-03-04 00:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0.64,13,0.46,-4.0012,4,2011-03-04 00:00:00,4,3,4,2011-03-04 01:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,0.64,13,0.46,-4.0012,2,2011-03-04 00:00:00,4,3,4,2011-03-04 02:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.74,17,0.46,-4.9978,1,2011-03-04 00:00:00,4,3,4,2011-03-04 03:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0.74,13,0.46,-4.0012,1,2011-03-04 00:00:00,4,3,4,2011-03-04 04:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0.74,9,-0.48,-4.0012,7,2011-03-04 00:00:00,4,3,4,2011-03-04 05:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,1,0.74,6,-0.48,-2.998,29,2011-03-04 00:00:00,4,3,4,2011-03-04 06:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,1,0.8,9,-0.48,-4.0012,83,2011-03-04 00:00:00,4,3,4,2011-03-04 07:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,1,0.74,9,0.46,-2.998,228,2011-03-04 00:00:00,4,3,4,2011-03-04 08:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,1,0.6,9,2.34,-0.9982,150,2011-03-04 00:00:00,4,3,4,2011-03-04 09:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,1,0.6,17,3.28,-0.9982,66,2011-03-04 00:00:00,4,3,4,2011-03-04 10:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,1,0.52,15,5.16,1.9982,89,2011-03-04 00:00:00,4,3,4,2011-03-04 11:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,1,0.43,11,7.04,3.998,97,2011-03-04 00:00:00,4,3,4,2011-03-04 12:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,1,0.42,15,7.98,5.0012,87,2011-03-04 00:00:00,4,3,4,2011-03-04 13:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,1,0.4,19,8.92,5.9978,95,2011-03-04 00:00:00,4,3,4,2011-03-04 14:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,1,0.4,20,8.92,5.9978,106,2011-03-04 00:00:00,4,3,4,2011-03-04 15:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,1,0.46,13,8.92,7.001,118,2011-03-04 00:00:00,4,3,4,2011-03-04 16:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,1,0.5,17,8.92,5.9978,228,2011-03-04 00:00:00,4,3,4,2011-03-04 17:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,1,0.53,20,7.98,3.998,187,2011-03-04 00:00:00,4,3,4,2011-03-04 18:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,1,0.61,17,7.04,3.998,107,2011-03-04 00:00:00,4,3,4,2011-03-04 19:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,1,0.7,13,6.1,3.0014,87,2011-03-04 00:00:00,4,3,4,2011-03-04 20:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,1,0.7,15,6.1,3.0014,70,2011-03-04 00:00:00,4,3,4,2011-03-04 21:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,1,0.7,13,6.1,3.0014,44,2011-03-04 00:00:00,4,3,4,2011-03-04 22:00:00,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,1,0.75,11,6.1,3.998,46,2011-03-04 00:00:00,4,3,4,2011-03-04 23:00:00,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0.81,7,5.16,3.0014,19,2011-03-05 00:00:00,5,3,5,2011-03-05 00:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0.81,7,6.1,5.0012,25,2011-03-05 00:00:00,5,3,5,2011-03-05 01:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0.87,13,6.1,3.0014,20,2011-03-05 00:00:00,5,3,5,2011-03-05 02:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0.87,13,6.1,3.0014,2,2011-03-05 00:00:00,5,3,5,2011-03-05 03:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0.93,11,6.1,3.998,1,2011-03-05 00:00:00,5,3,5,2011-03-05 04:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,1.0,9,6.1,3.998,3,2011-03-05 00:00:00,5,3,5,2011-03-05 05:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,1.0,15,6.1,3.0014,4,2011-03-05 00:00:00,5,3,5,2011-03-05 06:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,1.0,20,6.1,1.9982,15,2011-03-05 00:00:00,5,3,5,2011-03-05 07:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,0,1.0,20,6.1,1.9982,45,2011-03-05 00:00:00,5,3,5,2011-03-05 08:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,0,0.93,15,7.04,3.998,63,2011-03-05 00:00:00,5,3,5,2011-03-05 09:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,0,0.93,13,7.98,5.9978,103,2011-03-05 00:00:00,5,3,5,2011-03-05 10:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,0,0.76,15,10.8,11.0006,159,2011-03-05 00:00:00,5,3,5,2011-03-05 11:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,0,0.67,17,12.68,13.0004,167,2011-03-05 00:00:00,5,3,5,2011-03-05 12:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,0,0.67,19,13.62,13.997,190,2011-03-05 00:00:00,5,3,5,2011-03-05 13:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,0.59,19,14.56,15.0002,198,2011-03-05 00:00:00,5,3,5,2011-03-05 14:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,0,0.63,20,13.62,13.997,205,2011-03-05 00:00:00,5,3,5,2011-03-05 15:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,0.59,20,14.56,15.0002,204,2011-03-05 00:00:00,5,3,5,2011-03-05 16:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,0,0.59,24,14.56,15.0002,164,2011-03-05 00:00:00,5,3,5,2011-03-05 17:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,0,0.59,22,14.56,15.0002,152,2011-03-05 00:00:00,5,3,5,2011-03-05 18:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,0,0.67,22,13.62,13.997,89,2011-03-05 00:00:00,5,3,5,2011-03-05 19:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,0,0.77,22,12.68,13.0004,70,2011-03-05 00:00:00,5,3,5,2011-03-05 20:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,0,0.72,22,12.68,13.0004,72,2011-03-05 00:00:00,5,3,5,2011-03-05 21:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,0,0.77,20,11.74,11.9972,63,2011-03-05 00:00:00,5,3,5,2011-03-05 22:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,0,0.77,20,12.68,13.0004,44,2011-03-05 00:00:00,5,3,5,2011-03-05 23:00:00,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0.77,24,11.74,11.9972,52,2011-03-06 00:00:00,6,3,6,2011-03-06 00:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0.77,19,11.74,11.9972,39,2011-03-06 00:00:00,6,3,6,2011-03-06 01:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0.82,19,10.8,11.0006,32,2011-03-06 00:00:00,6,3,6,2011-03-06 02:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0.82,20,11.74,11.9972,11,2011-03-06 00:00:00,6,3,6,2011-03-06 03:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0.88,24,11.74,11.9972,3,2011-03-06 00:00:00,6,3,6,2011-03-06 04:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,0.94,24,11.74,11.9972,2,2011-03-06 00:00:00,6,3,6,2011-03-06 06:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,1.0,30,11.74,11.9972,5,2011-03-06 00:00:00,6,3,6,2011-03-06 07:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,0,0,1.0,20,10.8,11.0006,9,2011-03-06 00:00:00,6,3,6,2011-03-06 08:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,0,1.0,19,11.74,11.9972,22,2011-03-06 00:00:00,6,3,6,2011-03-06 09:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,0,0,1.0,20,11.74,11.9972,31,2011-03-06 00:00:00,6,3,6,2011-03-06 10:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,0,1.0,15,11.74,11.9972,62,2011-03-06 00:00:00,6,3,6,2011-03-06 11:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,0,0,0.94,22,13.62,13.997,79,2011-03-06 00:00:00,6,3,6,2011-03-06 12:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,0,0,0.94,24,13.62,13.997,105,2011-03-06 00:00:00,6,3,6,2011-03-06 13:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,1.0,15,12.68,13.0004,39,2011-03-06 00:00:00,6,3,6,2011-03-06 14:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,0,1.0,15,12.68,13.0004,7,2011-03-06 00:00:00,6,3,6,2011-03-06 15:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,1.0,19,8.92,5.9978,11,2011-03-06 00:00:00,6,3,6,2011-03-06 16:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,0,0,1.0,20,7.98,3.998,25,2011-03-06 00:00:00,6,3,6,2011-03-06 17:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,0,0,1.0,24,7.04,3.0014,23,2011-03-06 00:00:00,6,3,6,2011-03-06 18:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,0,0,1.0,33,6.1,1.0016,11,2011-03-06 00:00:00,6,3,6,2011-03-06 19:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,0,1.0,28,5.16,-0.0016,11,2011-03-06 00:00:00,6,3,6,2011-03-06 20:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,0,0,0.93,41,3.28,-4.0012,7,2011-03-06 00:00:00,6,3,6,2011-03-06 21:00:00,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0,0,1.0,26,2.34,-2.998,10,2011-03-06 00:00:00,6,3,6,2011-03-06 22:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,0,0,1.0,28,2.34,-2.998,9,2011-03-06 00:00:00,6,3,6,2011-03-06 23:00:00,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1.0,22,1.4,-4.0012,4,2011-03-07 00:00:00,7,3,0,2011-03-07 00:00:00,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1.0,22,1.4,-4.0012,2,2011-03-07 00:00:00,7,3,0,2011-03-07 01:00:00,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,1,0.8,39,1.4,-6.001,1,2011-03-07 00:00:00,7,3,0,2011-03-07 03:00:00,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
